"route","stop_order","stop","lat","lon","geocode_status","display_name"
"200","15","المريوطية","30.0193909","31.4216881","matched","أندريا المريوطية, شارع 90, أحياء جنوب الأكاديمية, القاهرة, 11835, مصر"
"200","16","ميدان الرماية","29.8991414","31.6803071","matched","ميدان الرماية, العاصمة الإدارية الجديدة, القاهرة, مصر"
"200","17","هضبة الهرم","","","not_found",""
"304","1","المظلات","30.1016229","31.2452402","matched","المظلات, شارع شبرا, منيه السيرج, روض الفرج, القاهرة, القليوبية, 11697, مصر"
"304","2","خلفاوى","30.0977898","31.2454368","matched","الخلفاوي, شارع شبرا, شريف, روض الفرج, القاهرة, 11637, مصر"
"304","3","كوبرى أبو وافية","","","not_found",""
"304","4","الزاوية الحمراء","30.0924309","31.2733512","matched","شارع شركات الزاوية الحمراء, مساكن الزاويه الحمراء, الأميرية, القاهرة, 11659, مصر"
"304","5","حدائق القبة","30.0821784","31.2825387","matched","حدائق القبة, الدمرداش, القاهرة, 11646, مصر"
"304","6","كوبرى القبة","30.0833009","31.3000582","matched","كوبري القبة, القاهرة, 11712, مصر"
"304","7","دار المشاة","","","not_found",""
"304","8","كوبرى الفنجري","30.0662628","31.3056026","matched","كوبري الفنجري, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11153, مصر"
"304","9","نادي السكة","30.0561053","31.3041965","matched","نادي السكة الحديد, شارع مجمع الفردوس, ثان مدينة نصر, القاهرة, 11759, مصر"
"304","10","جامعة الأزهر","30.0570800","31.3152310","matched","جامعة الأزهر, طريق النصر, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11759, مصر"
"304","11","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"304","12","طيبه مول","30.0685317","31.3339844","matched","طيبه مول, طريق النصر, عمارات رابعة العدويه الاستثمارية, مدينة نصر, القاهرة, 11371, مصر"
"304","13","عباس العقاد","30.0575668","31.3382167","matched","أورانج فرع عباس العقاد, 80, شارع عباس العقاد, مدينة نصر, القاهرة, 11765, مصر"
"304","14","ويندر لاند","","","not_found",""
"304","15","إنبي","30.0443617","31.3413644","matched","شركة إنبى للبترول, شارع احمد الزمر, مدينة نصر, القاهرة, 11762, مصر"
"304","16","الوفاء و الامل","30.0283339","31.3510335","matched","مقبرة الوفاء و الأمل, مدينة نصر, القاهرة, مصر"
"304","17","جامع السلام","29.8944980","31.2606774","matched","جامع السلام, 1, شارع مسجد السلام, الحوامدية, الجيزة, 12916, مصر"
"304","18","سوق السيارات","30.0468875","31.3649120","matched","سوق السيارات, محور شينزو ابى, مساكن السويسرى أ, مدينة نصر, القاهرة, 11762, مصر"
"304","19","بوابات","","","not_found",""
"304","20","الحى العاشر","30.0481855","31.3650125","matched","برج ماء الحى العاشر, شارع السد العالى, مدينة نصر, القاهرة, 11528, مصر"
"304","21","زهراء مدينة نصر","30.0476690","31.3899628","matched","زهراء مدينة نصر, مدينة نصر, القاهرة, 11528, مصر"
"304","22","أكاديمية الشرطة","30.0457492","31.4199545","matched","أكاديمية الشرطة, القاهرة, 15153, مصر"
"304","23","التجمع الاول","30.0632671","31.4544799","matched","التجمع الأول, القاهرة, 11865, مصر"
"G58","1","العمرانية","30.0155961","31.7459069","matched","وزارة الإسكان والمرافق والمجتمعات العمرانية, ميدان 4, العاصمة الإدارية الجديدة, القاهرة, 11845, مصر"
"G58","2","الكونيسة","","","not_found",""
"G58","3","أم المصريين","30.0052084","31.2079638","matched","أم المصريين, شارع غرب المحطه, الجيزة, 12516, مصر"
"G58","4","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"G58","5","كوبرى الجامعة","30.5667476","31.0133549","matched","كوبري مشاة ادارة الجامعة, شبين الكوم, المنوفية, 32728, مصر"
"G58","6","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"G58","7","حديقة الحيوان","","","not_found",""
"G58","8","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"G58","9","شارع القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"G58","10","تحرير","30.0443934","31.2357457","matched","ميدان التحرير, قصر الدوباره, باب اللوق, القاهرة, مصر"
"G58","11","ميدان عبد المنعم رياض","30.0488854","31.2340890","matched","ميدان عبد المنعم رياض, الإسماعيلية, باب اللوق, القاهرة, مصر"
"G58","12","إسعاف","29.9818385","31.2384605","matched","شارع محمود عساف, المعادى, القاهرة, 11745, مصر"
"G58","13","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"G58","14","غمرة","30.0689640","31.2646738","matched","الغمرة, محور روكسى رمسيس, مهمشه, الدمرداش, القاهرة, 11657, مصر"
"G58","15","دمرداش","30.0650382","31.2992074","matched","الدمرداش, القاهرة, 11153, مصر"
"G58","16","عباسية","30.0712082","31.2763653","matched","عباسية, القاهرة, 11517, مصر"
"G58","17","امتداد رمسيس","30.0626639","31.3034503","matched","امتداد رمسيس 2, ثان مدينة نصر, القاهرة, مصر"
"G58","18","وزارة المالية","30.0591067","31.3004422","matched","وزارة المالية, امتداد شارع رمسيس, ثان مدينة نصر, القاهرة, 11153, مصر"
"G58","19","نادي السكة","30.0561053","31.3041965","matched","نادي السكة الحديد, شارع مجمع الفردوس, ثان مدينة نصر, القاهرة, 11759, مصر"
"G58","20","جامعة الأزهر","30.0570800","31.3152310","matched","جامعة الأزهر, طريق النصر, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11759, مصر"
"G58","21","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"G58","22","هشام بركات","30.0634820","31.3218390","matched","هشام بركات, شارع يوسف عباس, مدينة نصر, القاهرة, 11371, مصر"
"G58","23","طريق النصر","29.7643918","31.3316556","matched","طريق النصر, الخامس عشر من مايو, القاهرة, 12818, مصر"
"G58","24","طيبة مول","30.0674356","31.3299261","matched","طيبة مول, 75, طريق النصر, منطقه السينما, مدينة نصر, القاهرة, 11765, مصر"
"G58","25","اول عباس","31.2665895","32.3103400","matched","شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد, ابراهيم حسنين, بورسعيد, 42529, مصر"
"G58","26","اول مكرم","30.0590776","31.3459629","matched","National Motors Egypt, 39, شارع مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة, 11765, مصر"
"G58","27","سيتي ستارز","30.0732681","31.3458693","matched","سيتى ستارز مول, شارع عمر بن الخطاب, مساكن المهندسين, مدينة نصر, القاهرة, 11834, مصر"
"G58","28","احمد فخري","30.0630675","31.3493998","matched","شارع احمد فخري, المنطقة السادسة, مدينة نصر, القاهرة, 11391, مصر"
"G58","29","النادي الأهلي","30.0712332","31.3577033","matched","النادي الأهلى, شارع حسن مأمون, مدينة نصر, القاهرة, 11391, مصر"
"G58","30","مدينة الأمل","31.0394035","31.3551850","matched","مدينة الأمل, المنصورة, الدقهلية, مصر"
"G58","31","الكيلو 4.5","30.0806505","31.3617926","matched","كوبرى المشير محمد عبد الحليم ابو غزاله, مساكن المهندسين, مدينة نصر, القاهرة, 11834, مصر"
"333","1","هضبة الهرم","","","not_found",""
"333","2","ميدان الرماية","29.8991414","31.6803071","matched","ميدان الرماية, العاصمة الإدارية الجديدة, القاهرة, مصر"
"333","3","شارع الهرم","29.8936967","31.2583532","matched","شارع الحرم, الحوامدية, الجيزة, 12916, مصر"
"333","4","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"333","5","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"333","6","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"333","7","ابو الريش","30.0277043","31.2348170","matched","مساكن ابو الريش, السيدة زينب, القاهرة, مصر"
"333","8","معهد الاورام","30.0240398","31.2311559","matched","المعهد القومي للأورام, شارع القصر العيني, فم الخليج ودير النحاس, المنيل, القاهرة, 11562, مصر"
"333","9","معهد السكر","","","not_found",""
"333","10","كوبرى الطبيبي","","","not_found",""
"333","11","فم الخليج","30.0222014","31.2303627","matched","فم الخليج, شارع مجرى العيون, فم الخليج ودير النحاس, المنيل, القاهرة, 11451, مصر"
"333","12","السيدة زينب","30.0273241","31.2404117","matched","السيدة زينب, القاهرة, 11797, مصر"
"333","13","الحوض المرصوص","","","not_found",""
"333","14","احمد ماهر","29.9884222","31.2498955","matched","حارة احمد ماهر, المعادى, القاهرة, 11716, مصر"
"333","15","جامع البنات","30.0467795","31.2544449","matched","جامع البنات, 397, شارع بورسعيد, درب سعاده, الموسكى, القاهرة, 11613, مصر"
"333","16","شارع الأزهر","30.0486240","31.2526835","matched","شارع الازهر, المناصره, باب الشعرية, القاهرة, 11518, مصر"
"333","17","عتبة","","","not_found",""
"79","1","عرب الطوالية","","","not_found",""
"79","2","المسلة الجديدة","30.0920694","31.3247050","matched","شارع المسلة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11737, مصر"
"79","3","مسطرد","30.1382602","31.2962809","matched","مسطرد, شبرا الخيمة, القليوبية, 13753, مصر"
"79","4","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"79","5","الوالي","30.1021060","31.3278609","matched","شارع الوالي, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"79","6","الزاوية الحمراء","30.0924309","31.2733512","matched","شارع شركات الزاوية الحمراء, مساكن الزاويه الحمراء, الأميرية, القاهرة, 11659, مصر"
"79","7","القصيرين","30.0409104","31.1784982","matched","حارة القصيرين, ارض الواء, بولاق الدكرور, نزلة بهجت, الجيزة, 12616, مصر"
"79","8","سوق غمرة","","","not_found",""
"79","9","الشادر","30.0790367","31.2694686","matched","شارع مزلقان الشادر, الحدائق, الشرابية, القاهرة, 11657, مصر"
"79","10","غمرة","30.0689640","31.2646738","matched","الغمرة, محور روكسى رمسيس, مهمشه, الدمرداش, القاهرة, 11657, مصر"
"79","11","سيد جلال","29.9717713","31.2645052","matched","شارع سيد جلال, المعادى, القاهرة, 11431, مصر"
"79","12","باب الشعرية","30.0537108","31.2558750","matched","باب الشعرية, شارع الجيش, الشيخ ندا درب مصطفى, باب الشعرية, القاهرة, 11668, مصر"
"79","13","موسكى","30.0503528","31.2536950","matched","الموسكى, القاهرة, 11668, مصر"
"79","14","جامع البنات","30.0467795","31.2544449","matched","جامع البنات, 397, شارع بورسعيد, درب سعاده, الموسكى, القاهرة, 11613, مصر"
"79","15","باب الخلق","30.0438945","31.2526973","matched","ميدان باب الخلق, تحت الربع, عابدين, القاهرة, 11639, مصر"
"79","16","احمد ماهر","29.9884222","31.2498955","matched","حارة احمد ماهر, المعادى, القاهرة, 11716, مصر"
"79","17","شارع قدري","30.0881191","31.2980349","matched","شارع قدري, كوبري القبة, القاهرة, 11712, مصر"
"79","18","القلعة","30.0423991","31.2660589","matched","مطعم القلعة, Royal Palm Promenade, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11261, مصر"
"79","19","السيدة عائشة","30.0610603","31.3865487","matched","شارع السيدة عائشة, مدينة نصر, القاهرة, 15153, مصر"
"79","20","البساتين","30.0002849","31.2608071","matched","البساتين, القاهرة, مصر"
"10","1","ابراهيم بك","30.0377629","31.2527016","matched","شارع ابراهيم بك الكبير, السروجيه, عابدين, القاهرة, 11655, مصر"
"10","2","شارع الجديد","30.1351507","31.3520735","matched","شارع الجديد, مساكن عين شمس, القاهرة, 11781, مصر"
"10","3","مسطرد","30.1382602","31.2962809","matched","مسطرد, شبرا الخيمة, القليوبية, 13753, مصر"
"10","4","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"10","5","الاميرية","30.1000000","31.2833330","matched","الأميرية, القاهرة, 11755, مصر"
"10","6","سراى القبة","30.0980536","31.3047806","matched","سراي القبة, شارع ترعه الجبل, الزيتون, القاهرة, 11712, مصر"
"10","7","روكسى","30.0934241","31.3156978","matched","روكسي, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"10","8","الكورية","","","not_found",""
"10","9","الميرغني","30.0815072","31.3317412","matched","مستشفى الميرغنى, شارع محمود ابو الليل, الجولف, مدينة نصر, القاهرة, 11736, مصر"
"10","10","شارع الثورة","30.1198052","31.6613529","matched","شارع الثورة, مدينة الشروق, الشروق, القاهرة, 11017, مصر"
"10","11","سنترال ألماظة","","","not_found",""
"10","12","كلية البنات","30.0815942","31.3290937","matched","كلية البنات, شارع مصطفي رجب, الجولف, مدينة نصر, القاهرة, 11736, مصر"
"10","13","خضر التوني","30.0740641","31.3195795","matched","شارع خضر التوني, عمارات التوفيق, مدينة نصر, القاهرة, 11759, مصر"
"10","14","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"10","15","عباس العقاد","30.0575668","31.3382167","matched","أورانج فرع عباس العقاد, 80, شارع عباس العقاد, مدينة نصر, القاهرة, 11765, مصر"
"10","16","مصطفى النحاس","29.8343101","31.3795362","matched","شارع مصطفي النحاس, المجاورة 19, مدينة الخامس عشر من مايو, القاهرة, 11926, مصر"
"10","17","الحي الثامن","30.0300546","31.5817643","matched","الحي الثامن, القاهرة, مصر"
"10","18","المنهل","30.0537288","31.3581821","matched","شارع سويقه المنهل, المنطقة التاسعة, مدينة نصر, القاهرة, 11762, مصر"
"10","19","التبة","30.0608498","31.3779325","matched","التبة, محور شينزو ابى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 18711, مصر"
"10","20","زهراء مدينة نصر","30.0476690","31.3899628","matched","زهراء مدينة نصر, مدينة نصر, القاهرة, 11528, مصر"
"10","21","التجمع الاول","30.0632671","31.4544799","matched","التجمع الأول, القاهرة, 11865, مصر"
"129","1","عرب الطوالية","","","not_found",""
"129","2","المسلة","30.0920694","31.3247050","matched","شارع المسلة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11737, مصر"
"129","3","مطرية","","","not_found",""
"129","4","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"129","5","مجمع الاميرية","30.1062780","31.2680726","matched","شارع مجمع المصانع, الاميريه البلد, الأميرية, القاهرة, 11659, مصر"
"129","6","الكابلات","30.1138914","31.2956508","matched","شارع الكابلات, الاميريه الجديده, الأميرية, القاهرة, 11871, مصر"
"129","7","حدائق القبة","30.0821784","31.2825387","matched","حدائق القبة, الدمرداش, القاهرة, 11646, مصر"
"129","8","مصر والسودان","30.0131191","31.2054510","matched","شارع مصر والسودان, بين السرايات, الجيزة, 12510, مصر"
"129","9","احمد سعيد","30.1298628","31.3156311","matched","شارع احمد سعيد, عين شمس الغربيه, عين شمس, القاهرة, 18531, مصر"
"129","10","ميدان الجيش","30.0619512","31.2681700","matched","ميدان الجيش, الكردى, السكاكينى, القاهرة, 11551, مصر"
"129","11","باب الشعرية","30.0537108","31.2558750","matched","باب الشعرية, شارع الجيش, الشيخ ندا درب مصطفى, باب الشعرية, القاهرة, 11668, مصر"
"129","12","عتبة","","","not_found",""
"78","1","العمرانية","30.0155961","31.7459069","matched","وزارة الإسكان والمرافق والمجتمعات العمرانية, ميدان 4, العاصمة الإدارية الجديدة, القاهرة, 11845, مصر"
"78","2","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"78","3","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"78","4","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"78","5","السيدة زينب","30.0273241","31.2404117","matched","السيدة زينب, القاهرة, 11797, مصر"
"78","6","جامع البنات","30.0467795","31.2544449","matched","جامع البنات, 397, شارع بورسعيد, درب سعاده, الموسكى, القاهرة, 11613, مصر"
"78","7","احمد ماهر","29.9884222","31.2498955","matched","حارة احمد ماهر, المعادى, القاهرة, 11716, مصر"
"78","8","الموسكى","30.0503528","31.2536950","matched","الموسكى, القاهرة, 11668, مصر"
"78","9","باب الشعرية","30.0537108","31.2558750","matched","باب الشعرية, شارع الجيش, الشيخ ندا درب مصطفى, باب الشعرية, القاهرة, 11668, مصر"
"78","10","البهناوى","","","not_found",""
"78","11","الدراسة","30.0528737","31.2748995","matched","مرور الدراسة, شارع اداره المرور, المنصوريه, الجمالية, القاهرة, 11695, مصر"
"M947","1","كلية الهندسة","30.1436585","31.7169586","matched","كلية الهندسة, طريق المشير محمد عبد الحليم ابو غزاله الجانبى, المنطقة الترفيهية, بدر, القاهرة, 11829, مصر"
"M947","2","دوران شبرا","","","not_found",""
"M947","3","خلفاوى","30.0977898","31.2454368","matched","الخلفاوي, شارع شبرا, شريف, روض الفرج, القاهرة, 11637, مصر"
"M947","4","مظلات","30.1040913","31.2461248","matched","المظلات, شارع شبرا, منيه السيرج, شبرا الخيمة, القليوبية, 13766, مصر"
"M947","5","عبود","29.7999449","31.3492699","matched","أبو عبود, الخامس عشر من مايو, القاهرة, 11937, مصر"
"M947","6","تدريب","29.8931740","31.6756092","matched","ملعب تدريب 1, ميدان الرماية, العاصمة الإدارية الجديدة, القاهرة, مصر"
"M947","7","ترعة الإسماعيلية","30.4896900","31.6936229","matched","قناة الإسماعيلية, الشرقية, مصر"
"M947","8","معدية عثمان","","","not_found",""
"M947","9","أدوية","","","not_found",""
"M947","10","اميرية","","","not_found",""
"M947","11","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"M947","12","سراى القبة","30.0980536","31.3047806","matched","سراي القبة, شارع ترعه الجبل, الزيتون, القاهرة, 11712, مصر"
"M947","13","روكسى","30.0934241","31.3156978","matched","روكسي, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"M947","14","شارع الاهرام","30.1181308","31.6113976","matched","شارع الاهرام, مدينة الشروق, ماي فير, القاهرة, 19511, مصر"
"M947","15","كورية","","","not_found",""
"M947","16","نفق الثورة","30.0887660","31.3305217","matched","نفق مشاه الثورة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"M947","17","سنترال ألماظة","","","not_found",""
"M947","18","السبع عمارات","29.7884293","31.3115761","matched","شارع السبع عمارات, حى السبع عمارات, حلوان, القاهرة, 11912, مصر"
"M947","19","شارع النزهة","30.1168530","31.6135077","matched","شارع النزهة, مدينة الشروق, ماي فير, القاهرة, 19511, مصر"
"M947","20","الرقابة الإدارية","","","not_found",""
"M947","21","ميدان الساعة","30.0691244","31.3383318","matched","ميدان الساعة, مساكن المهندسين, مدينة نصر, القاهرة, 11371, مصر"
"M947","22","عباس العقاد","30.0575668","31.3382167","matched","أورانج فرع عباس العقاد, 80, شارع عباس العقاد, مدينة نصر, القاهرة, 11765, مصر"
"M947","23","مصطفى النحاس","29.8343101","31.3795362","matched","شارع مصطفي النحاس, المجاورة 19, مدينة الخامس عشر من مايو, القاهرة, 11926, مصر"
"M947","24","الحي الثامن","30.0300546","31.5817643","matched","الحي الثامن, القاهرة, مصر"
"M947","25","المنهل","30.0537288","31.3581821","matched","شارع سويقه المنهل, المنطقة التاسعة, مدينة نصر, القاهرة, 11762, مصر"
"M947","26","التبة","30.0608498","31.3779325","matched","التبة, محور شينزو ابى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 18711, مصر"
"M947","27","الحي العاشر","30.0481855","31.3650125","matched","برج ماء الحى العاشر, شارع السد العالى, مدينة نصر, القاهرة, 11528, مصر"
"M947","28","زهراء مدينة نصر","30.0476690","31.3899628","matched","زهراء مدينة نصر, مدينة نصر, القاهرة, 11528, مصر"
"M947","29","التجمع الاول","30.0632671","31.4544799","matched","التجمع الأول, القاهرة, 11865, مصر"
"M947","30","صنية الشباب","","","not_found",""
"M947","31","الرحاب","30.0635840","31.4889939","matched","الرحاب, القاهرة, 11841, مصر"
"M947","32","بوابة 9.6.23","30.0537116","31.4930025","matched_retry","بوابة 5, شارع احمد بن حنبل, الرحاب, القاهرة, 11841, مصر"
"M947","33","دار مصر","30.1604357","31.6381946","matched","دار مصر, الشروق, القاهرة, مصر"
"202","1","عرب الطوالية","","","not_found",""
"202","2","المسلة الجديدة","30.0920694","31.3247050","matched","شارع المسلة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11737, مصر"
"202","3","مطرية","","","not_found",""
"202","4","منشية الصدر","30.0837727","31.2870936","matched","منشية الصدر, حدائق القبة, القاهرة, 11663, مصر"
"202","5","مجمع الاميرية","30.1062780","31.2680726","matched","شارع مجمع المصانع, الاميريه البلد, الأميرية, القاهرة, 11659, مصر"
"202","6","حدائق القبة","30.0821784","31.2825387","matched","حدائق القبة, الدمرداش, القاهرة, 11646, مصر"
"202","7","كوبرى القبة","30.0833009","31.3000582","matched","كوبري القبة, القاهرة, 11712, مصر"
"202","8","جامعة عين شمس","30.0754657","31.2904114","matched","جامعة عين شمس, كوبرى 6 أكتوبر, الحدائق, السكاكيني, القاهرة, 11657, مصر"
"202","9","عباسية","30.0712082","31.2763653","matched","عباسية, القاهرة, 11517, مصر"
"202","10","عبده باشا","30.0653633","31.2764414","matched","عبده باشا, شارع العباسيه, بين الجناين, الوايلى, القاهرة, 11551, مصر"
"202","11","كلية الهندسة","30.1436585","31.7169586","matched","كلية الهندسة, طريق المشير محمد عبد الحليم ابو غزاله الجانبى, المنطقة الترفيهية, بدر, القاهرة, 11829, مصر"
"202","12","ميدان الجيش","30.0619512","31.2681700","matched","ميدان الجيش, الكردى, السكاكينى, القاهرة, 11551, مصر"
"202","13","مستشفى الحسين","28.1011077","30.7545085","matched","مستشفي بالمنيا, شارع الحسين, سيد جلال, المنيا, 61512, مصر"
"202","14","ميدان الحلبى","30.0562408","31.2717255","matched","ميدان الحلبي, البير قدار, الجمالية, القاهرة, 11381, مصر"
"202","15","الدراسة","30.0528737","31.2748995","matched","مرور الدراسة, شارع اداره المرور, المنصوريه, الجمالية, القاهرة, 11695, مصر"
"775","1","شبرا الخيمة","30.1287397","31.2960462","matched","الى شبرا بنها الحر, شارع الحريه, عرب الحصن, مسطرد, شبرا الخيمة, القليوبية, 11871, مصر"
"775","2","مؤسسة","30.0231791","31.2378263","matched","مؤسسة مستشفى سرطان الأطفال, شارع سكه حديد المحجر, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"775","3","كوبرى عرابي","30.0492002","31.2321267","matched","كوبري 6 أكتوبر, الفجاله, الإسماعيلية, الأزبكية, القاهرة, 12344, مصر"
"775","4","ابو الهنا","30.0471991","31.2912928","matched","شارع هاشم ابو الهنا, ثان مدينة نصر, القاهرة, 11684, مصر"
"775","5","الشارع الجديد","30.1399447","31.3526092","matched","الشارع الجديد, القاهرة, 11793, مصر"
"775","6","مسطرد","30.1382602","31.2962809","matched","مسطرد, شبرا الخيمة, القليوبية, 13753, مصر"
"775","7","الرشاح","30.1543294","31.3983755","matched","شارع الرشاح, القاهرة, 11773, مصر"
"775","8","التعاون","30.0768250","31.3116348","matched","التعاون, شارع صلاح سالم, الشركات, منشية البكرى, الدمرداش, القاهرة, 11811, مصر"
"775","9","مطرية","","","not_found",""
"775","10","حلمية","30.1143443","31.3138798","matched","حلمية الزيتون, شارع محطه حلميه الزيتون, حلميه الزيتون, عين شمس, القاهرة, 11718, مصر"
"775","11","محكمة","30.0243306","31.2426592","matched","محكمة جنوب القاهرة الإبتدائية, شارع الشيخ, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"775","12","سفير","29.9942486","31.3187478","matched","سفير, شارع محمد محمود, الحى 6, القاهرة, 11571, مصر"
"775","13","كوبرى الجلاء","30.0953564","31.3422017","matched","كوبري الجلاء, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"775","14","السبع عمارات","29.7884293","31.3115761","matched","شارع السبع عمارات, حى السبع عمارات, حلوان, القاهرة, 11912, مصر"
"775","15","شارع النزهة","30.1168530","31.6135077","matched","شارع النزهة, مدينة الشروق, ماي فير, القاهرة, 19511, مصر"
"775","16","الرقابة الإدارية","","","not_found",""
"775","17","ميدان الساعة","30.0691244","31.3383318","matched","ميدان الساعة, مساكن المهندسين, مدينة نصر, القاهرة, 11371, مصر"
"775","18","عباس العقاد","30.0575668","31.3382167","matched","أورانج فرع عباس العقاد, 80, شارع عباس العقاد, مدينة نصر, القاهرة, 11765, مصر"
"775","19","الحديقة الدولية","30.0491519","31.3365538","matched","الحديقة الدولية, مدينة نصر, القاهرة, مصر"
"775","20","مصطفى النحاس","29.8343101","31.3795362","matched","شارع مصطفي النحاس, المجاورة 19, مدينة الخامس عشر من مايو, القاهرة, 11926, مصر"
"775","21","الحي الثامن","30.0300546","31.5817643","matched","الحي الثامن, القاهرة, مصر"
"775","22","المنهل","30.0537288","31.3581821","matched","شارع سويقه المنهل, المنطقة التاسعة, مدينة نصر, القاهرة, 11762, مصر"
"775","23","التبة","30.0608498","31.3779325","matched","التبة, محور شينزو ابى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 18711, مصر"
"775","24","الحي العاشر","30.0481855","31.3650125","matched","برج ماء الحى العاشر, شارع السد العالى, مدينة نصر, القاهرة, 11528, مصر"
"775","25","زهراء مدينة نصر","30.0476690","31.3899628","matched","زهراء مدينة نصر, مدينة نصر, القاهرة, 11528, مصر"
"775","26","التجمع الاول","30.0632671","31.4544799","matched","التجمع الأول, القاهرة, 11865, مصر"
"775","27","صنية الشباب","","","not_found",""
"775","28","الرحاب","30.0635840","31.4889939","matched","الرحاب, القاهرة, 11841, مصر"
"775","29","بوابة 6.9.23.24","30.0537116","31.4930025","matched_retry","بوابة 5, شارع احمد بن حنبل, الرحاب, القاهرة, 11841, مصر"
"775","30","النائب العام","","","not_found",""
"775","31","دار مصر","30.1604357","31.6381946","matched","دار مصر, الشروق, القاهرة, مصر"
"29","1","موقف مسطرد الجديد","","","not_found",""
"29","2","المسلة الجديدة","30.0920694","31.3247050","matched","شارع المسلة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11737, مصر"
"29","3","الكابلات","30.1138914","31.2956508","matched","شارع الكابلات, الاميريه الجديده, الأميرية, القاهرة, 11871, مصر"
"29","4","الرشاح","30.1543294","31.3983755","matched","شارع الرشاح, القاهرة, 11773, مصر"
"29","5","مطرية","","","not_found",""
"29","6","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"29","7","ميدان السعودية","","","not_found",""
"29","8","حدائق القبة","30.0821784","31.2825387","matched","حدائق القبة, الدمرداش, القاهرة, 11646, مصر"
"29","9","مترو","30.0869474","31.3033778","matched","مترو, شارع الخليفه المأمون الجانبي, قسم مصر الجديدة, كوبري القبة, القاهرة, 11774, مصر"
"29","10","مصر والسودان","30.0131191","31.2054510","matched","شارع مصر والسودان, بين السرايات, الجيزة, 12510, مصر"
"29","11","احمد سعيد","30.1298628","31.3156311","matched","شارع احمد سعيد, عين شمس الغربيه, عين شمس, القاهرة, 18531, مصر"
"29","12","ميدان الجيش","30.0619512","31.2681700","matched","ميدان الجيش, الكردى, السكاكينى, القاهرة, 11551, مصر"
"29","13","الظاهر","30.0620712","31.2548915","matched","الظاهر, باب الشعرية, القاهرة, مصر"
