"route","stop_order","stop","lat","lon","geocode_status","display_name"
"89","12","احمد ماهر","29.9884222","31.2498955","matched","حارة احمد ماهر, المعادى, القاهرة, 11716, مصر"
"89","13","حدائق زينهم","30.0231546","31.2478900","matched","حدائق زينهم, السيدة زينب, القاهرة, 11797, مصر"
"89","14","مستشفى المقطم","30.0209068","31.2431749","matched","مستشفى المقطم, شارع مجري العيون, حدائق زينهم, زينهم, عين الصيرة, القاهرة, 11654, مصر"
"89","15","السيدة زينب","30.0273241","31.2404117","matched","السيدة زينب, القاهرة, 11797, مصر"
"89","16","ابو الريش","30.0277043","31.2348170","matched","مساكن ابو الريش, السيدة زينب, القاهرة, مصر"
"89","17","محكمة زينهم","30.0243306","31.2426592","matched","محكمة جنوب القاهرة الإبتدائية, شارع الشيخ, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"89","18","السيدة نفيسة","30.0128327","31.4397786","matched","شارع السيدة نفيسة, التجمع الخامس, أحياء التجمع الخامس, القاهرة, 11835, مصر"
"90","1","مساكن اسكو","30.1502774","31.2772803","matched","مساكن اسكو, بهتيم, شبرا الخيمة, القليوبية, مصر"
"90","2","المزرعة","30.2396125","31.2704348","matched","شارع المزرعة الجديدة, نوى, القليوبية, 13745, مصر"
"90","3","الشارع الجديد","30.1399447","31.3526092","matched","الشارع الجديد, القاهرة, 11793, مصر"
"90","4","كوبرى عرابي","30.0492002","31.2321267","matched","كوبري 6 أكتوبر, الفجاله, الإسماعيلية, الأزبكية, القاهرة, 12344, مصر"
"90","5","مظلات","30.1040913","31.2461248","matched","المظلات, شارع شبرا, منيه السيرج, شبرا الخيمة, القليوبية, 13766, مصر"
"90","6","شارع شبرا","30.0847105","31.2453057","matched","شارع شبرا, البراد, برهام, روض الفرج, القاهرة, 11697, مصر"
"90","7","دوران شبرا","","","not_found",""
"90","8","مسرة","28.3166670","30.7166670","matched","معصرة سمالوط, المنيا, 61661, مصر"
"90","9","احمد حلمى","30.0779877","31.2553841","matched","شارع احمد حلمي, الترعه البولاقيه, الظاهر, القاهرة, 11627, مصر"
"90","10","قللى","","","not_found",""
"90","11","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"90","12","جامع الفتح","30.0957128","31.2211657","matched","حارة جامع الفتح, إمبابة, وراق الحضر, الجيزة, 12664, مصر"
"90","13","شارع الجمهورية","29.7908890","31.3048350","matched","شارع الجمهورية, حلوان, القاهرة, 11912, مصر"
"90","14","عتبة","","","not_found",""
"90","15","جامع البنات","30.0467795","31.2544449","matched","جامع البنات, 397, شارع بورسعيد, درب سعاده, الموسكى, القاهرة, 11613, مصر"
"90","16","باب الخلق","30.0438945","31.2526973","matched","ميدان باب الخلق, تحت الربع, عابدين, القاهرة, 11639, مصر"
"90","17","احمد ماهر","29.9884222","31.2498955","matched","حارة احمد ماهر, المعادى, القاهرة, 11716, مصر"
"90","18","شارع قدري","30.0881191","31.2980349","matched","شارع قدري, كوبري القبة, القاهرة, 11712, مصر"
"90","19","السيدة زينب","30.0273241","31.2404117","matched","السيدة زينب, القاهرة, 11797, مصر"
"90","20","عمارات العرائس","30.0340284","31.2342079","matched","عمارات العرايس, شارع امين سامي, الانشا والمنيره, السيدة زينب, القاهرة, 11241, مصر"
"90","21","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"90","22","طب الاسنان","30.0590835","31.3160285","matched","كلية طب الأسنان, شارع عبد العزيز الشناوى, منطقه السينما, ثان مدينة نصر, القاهرة, 11371, مصر"
"90","23","المنيل","30.0214222","31.2257555","matched","المنيل, أثر النبي, القاهرة, مصر"
"90","24","حديقة الحيوان","","","not_found",""
"90","25","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"90","26","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"162","1","مؤسسة","30.0231791","31.2378263","matched","مؤسسة مستشفى سرطان الأطفال, شارع سكه حديد المحجر, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"162","2","كوبرى عرابي","30.0492002","31.2321267","matched","كوبري 6 أكتوبر, الفجاله, الإسماعيلية, الأزبكية, القاهرة, 12344, مصر"
"162","3","الشارع الجديد","30.1399447","31.3526092","matched","الشارع الجديد, القاهرة, 11793, مصر"
"162","4","مسطرد","30.1382602","31.2962809","matched","مسطرد, شبرا الخيمة, القليوبية, 13753, مصر"
"162","5","التعاون","30.0768250","31.3116348","matched","التعاون, شارع صلاح سالم, الشركات, منشية البكرى, الدمرداش, القاهرة, 11811, مصر"
"162","6","ميدان المطرية","","","not_found",""
"162","7","حلمية الزيتون","30.1143455","31.3139000","matched","حلمية الزيتون, شارع محطه حلميه الزيتون, حلميه الزيتون, عين شمس, القاهرة, 11718, مصر"
"162","8","محكمة","30.0243306","31.2426592","matched","محكمة جنوب القاهرة الإبتدائية, شارع الشيخ, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"162","9","هارون","30.1011092","31.3327620","matched","هارون, شارع ابو بكر الصديق, مصر الجديدة, القاهرة, 11757, مصر"
"162","10","سفير","29.9942486","31.3187478","matched","سفير, شارع محمد محمود, الحى 6, القاهرة, 11571, مصر"
"162","11","السبع عمارات","29.7884293","31.3115761","matched","شارع السبع عمارات, حى السبع عمارات, حلوان, القاهرة, 11912, مصر"
"162","12","كوبرى الجلاء","30.0953564","31.3422017","matched","كوبري الجلاء, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"162","13","مستشفى فلسطين","30.0848183","31.3391988","matched","مستشفى فلسطين, شارع الثوره, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"162","14","شارع الثورة","30.1198052","31.6613529","matched","شارع الثورة, مدينة الشروق, الشروق, القاهرة, 11017, مصر"
"162","15","ألماظة","30.0887391","31.3402843","matched","الماظة, القاهرة, مصر"
"162","16","دار الإشارة","","","not_found",""
"162","17","كوبرى ألماظة","30.0793384","31.3802365","matched","كوبرى الجيش المصرى, مساكن مدينة ضباط الماظة, القاهرة, 18711, مصر"
"162","18","سيتي سنتر ألماظة","30.0817732","31.3655053","matched","سيتي سنتر ألماظة, طريق النصر, القاهرة, 11834, مصر"
"162","19","مستشفى الكهرباء","30.0796287","31.3736285","matched","مستشفى الكهرباء بألماظة, طريق القاهرة, السويس, عمارات الامل, القاهرة, 18711, مصر"
"162","20","عزبة الهجانة","30.0648011","31.3822217","matched","عزبة الهجانة, القاهرة, مصر"
"162","21","كيلو 4.5","30.6508114","32.2601751","matched","كوبرى كيلو 7, الإسماعيلية, 41523, مصر"
"162","22","مدينة الأمل (عزبة الهجانة)","","","not_found",""
"72","1","مظلات","30.1040913","31.2461248","matched","المظلات, شارع شبرا, منيه السيرج, شبرا الخيمة, القليوبية, 13766, مصر"
"72","2","عبود","29.7999449","31.3492699","matched","أبو عبود, الخامس عشر من مايو, القاهرة, 11937, مصر"
"72","3","معدية عثمان","","","not_found",""
"72","4","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"72","5","اميرية","","","not_found",""
"72","6","سراى القبة","30.0980536","31.3047806","matched","سراي القبة, شارع ترعه الجبل, الزيتون, القاهرة, 11712, مصر"
"72","7","روكسى","30.0934241","31.3156978","matched","روكسي, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"72","8","كورية","","","not_found",""
"72","9","نفق الثورة","30.0887660","31.3305217","matched","نفق مشاه الثورة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"72","10","سنترال ألماظة","","","not_found",""
"72","11","السبع عمارات","29.7884293","31.3115761","matched","شارع السبع عمارات, حى السبع عمارات, حلوان, القاهرة, 11912, مصر"
"72","12","شارع النزهة","30.1168530","31.6135077","matched","شارع النزهة, مدينة الشروق, ماي فير, القاهرة, 19511, مصر"
"72","13","الرقابة الإدارية","","","not_found",""
"72","14","اول عباس","31.2665895","32.3103400","matched","شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد, ابراهيم حسنين, بورسعيد, 42529, مصر"
"72","15","ميدان الساعة","30.0691244","31.3383318","matched","ميدان الساعة, مساكن المهندسين, مدينة نصر, القاهرة, 11371, مصر"
"72","16","اول مكرم","30.0590776","31.3459629","matched","National Motors Egypt, 39, شارع مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة, 11765, مصر"
"72","17","احمد فخري","30.0630675","31.3493998","matched","شارع احمد فخري, المنطقة السادسة, مدينة نصر, القاهرة, 11391, مصر"
"72","18","خدمة اجتماعية","30.4690656","31.1794324","matched","معهد خدمة اجتماعية, شارع هاني كامل, بنها, القليوبية, 13516, مصر"
"72","19","نادي الأهلي","30.0629891","31.3612230","matched","شارع ديار النادى الاهلى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 11391, مصر"
"72","20","مساكن الشروق","30.1547484","31.6206707","matched","مساكن الرائد, الشروق, القاهرة, مصر"
"18","1","مساكن أسكو","30.1502774","31.2772803","matched","مساكن اسكو, بهتيم, شبرا الخيمة, القليوبية, مصر"
"18","2","بهتيم","30.1389642","31.2655197","matched","بهتيم, شبرا الخيمة, القليوبية, 13752, مصر"
"18","3","الشارع الجديد","30.1399447","31.3526092","matched","الشارع الجديد, القاهرة, 11793, مصر"
"18","4","مسطرد","30.1382602","31.2962809","matched","مسطرد, شبرا الخيمة, القليوبية, 13753, مصر"
"18","5","الأميرية","30.1000001","31.2833330","matched","الأميرية, القاهرة, 11755, مصر"
"18","6","سواح","30.1727615","31.3418149","matched","شارع محمود سواح, شبرا الخيمة, القليوبية, 13697, مصر"
"18","7","سرايا القبة","30.0988419","31.3061996","matched","مركز صحة سرايا القبة, شارع احمد سمير الصاوي, الزيتون, القاهرة, 11321, مصر"
"18","8","روكسى","30.0934241","31.3156978","matched","روكسي, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"18","9","كورية","","","not_found",""
"18","10","نفق الثورة","30.0887660","31.3305217","matched","نفق مشاه الثورة, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11736, مصر"
"18","11","الميرغني","30.0815072","31.3317412","matched","مستشفى الميرغنى, شارع محمود ابو الليل, الجولف, مدينة نصر, القاهرة, 11736, مصر"
"18","12","كلية البنات","30.0815942","31.3290937","matched","كلية البنات, شارع مصطفي رجب, الجولف, مدينة نصر, القاهرة, 11736, مصر"
"18","13","خضر التوني","30.0740641","31.3195795","matched","شارع خضر التوني, عمارات التوفيق, مدينة نصر, القاهرة, 11759, مصر"
"18","14","رابعة العدوية","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"18","15","اول عباس","31.2665895","32.3103400","matched","شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد, ابراهيم حسنين, بورسعيد, 42529, مصر"
"18","16","اول مكرم","30.0590776","31.3459629","matched","National Motors Egypt, 39, شارع مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة, 11765, مصر"
"18","17","أحمد فخري","30.0630675","31.3493998","matched","شارع احمد فخري, المنطقة السادسة, مدينة نصر, القاهرة, 11391, مصر"
"18","18","سيتي ستارز","30.0732681","31.3458693","matched","سيتى ستارز مول, شارع عمر بن الخطاب, مساكن المهندسين, مدينة نصر, القاهرة, 11834, مصر"
"18","19","النادي الأهلي","30.0712332","31.3577033","matched","النادي الأهلى, شارع حسن مأمون, مدينة نصر, القاهرة, 11391, مصر"
"18","20","مساكن الشروق","30.1547484","31.6206707","matched","مساكن الرائد, الشروق, القاهرة, مصر"
"203","1","العمرانية","30.0155961","31.7459069","matched","وزارة الإسكان والمرافق والمجتمعات العمرانية, ميدان 4, العاصمة الإدارية الجديدة, القاهرة, 11845, مصر"
"203","2","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"203","3","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"203","4","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"203","5","شارع القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"203","6","تحرير","30.0443934","31.2357457","matched","ميدان التحرير, قصر الدوباره, باب اللوق, القاهرة, مصر"
"203","7","ميدان عبد المنعم رياض","30.0488854","31.2340890","matched","ميدان عبد المنعم رياض, الإسماعيلية, باب اللوق, القاهرة, مصر"
"203","8","إسعاف","29.9818385","31.2384605","matched","شارع محمود عساف, المعادى, القاهرة, 11745, مصر"
"203","9","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"203","10","غمرة","30.0689640","31.2646738","matched","الغمرة, محور روكسى رمسيس, مهمشه, الدمرداش, القاهرة, 11657, مصر"
"203","11","عباسية","30.0712082","31.2763653","matched","عباسية, القاهرة, 11517, مصر"
"203","12","امتداد رمسيس","30.0626639","31.3034503","matched","امتداد رمسيس 2, ثان مدينة نصر, القاهرة, مصر"
"203","13","نادي السكة","30.0561053","31.3041965","matched","نادي السكة الحديد, شارع مجمع الفردوس, ثان مدينة نصر, القاهرة, 11759, مصر"
"203","14","جامعة الأزهر","30.0570800","31.3152310","matched","جامعة الأزهر, طريق النصر, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11759, مصر"
"203","15","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"203","16","اول عباس","31.2665895","32.3103400","matched","شارع الشهيد ملازم اول طيار ابراهيم عباس الصياد, ابراهيم حسنين, بورسعيد, 42529, مصر"
"203","17","اول مكرم","30.0590776","31.3459629","matched","National Motors Egypt, 39, شارع مكرم عبيد, المنطقة السادسة, مدينة نصر, القاهرة, 11765, مصر"
"203","18","النادي الأهلي","30.0712332","31.3577033","matched","النادي الأهلى, شارع حسن مأمون, مدينة نصر, القاهرة, 11391, مصر"
"203","19","عزبة الهجانة الكيلو 4.5","","","not_found",""
"107","1","مساكن أسكو","30.1502774","31.2772803","matched","مساكن اسكو, بهتيم, شبرا الخيمة, القليوبية, مصر"
"107","2","المزرعة","30.2396125","31.2704348","matched","شارع المزرعة الجديدة, نوى, القليوبية, 13745, مصر"
"107","3","الشارع الجديد","30.1399447","31.3526092","matched","الشارع الجديد, القاهرة, 11793, مصر"
"107","4","كوبرى عرابي","30.0492002","31.2321267","matched","كوبري 6 أكتوبر, الفجاله, الإسماعيلية, الأزبكية, القاهرة, 12344, مصر"
"107","5","مظلات","30.1040913","31.2461248","matched","المظلات, شارع شبرا, منيه السيرج, شبرا الخيمة, القليوبية, 13766, مصر"
"107","6","خلفاوى","30.0977898","31.2454368","matched","الخلفاوي, شارع شبرا, شريف, روض الفرج, القاهرة, 11637, مصر"
"107","7","دوران شبرا","","","not_found",""
"107","8","شارع شبرا","30.0847105","31.2453057","matched","شارع شبرا, البراد, برهام, روض الفرج, القاهرة, 11697, مصر"
"107","9","مسرة","28.3166670","30.7166670","matched","معصرة سمالوط, المنيا, 61661, مصر"
"107","10","احمد حلمى","30.0779877","31.2553841","matched","شارع احمد حلمي, الترعه البولاقيه, الظاهر, القاهرة, 11627, مصر"
"107","11","قللى","","","not_found",""
"107","12","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"107","13","شارع الجلاء","30.1619421","31.6926394","matched","شارع الجلاء, الحى 5, بدر, القاهرة, 11829, مصر"
"107","14","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"107","15","معهد الاورام","30.0240398","31.2311559","matched","المعهد القومي للأورام, شارع القصر العيني, فم الخليج ودير النحاس, المنيل, القاهرة, 11562, مصر"
"107","16","الملك صالح","30.1152845","31.3364293","matched","شارع صالح حقى باشا, حدائق الزيتون, القاهرة, 18511, مصر"
"107","17","فم الخليج","30.0222014","31.2303627","matched","فم الخليج, شارع مجرى العيون, فم الخليج ودير النحاس, المنيل, القاهرة, 11451, مصر"
"107","18","مستشفى السلام الدولي","29.9850739","31.2309421","matched","مستشفى السلام;مستشفى السلام الدولى, شارع المشتل, القاهرة, 11666, مصر"
"107","19","مستشفى المعادي","29.9674551","31.2417400","matched","مستشفى المعادى ق.م, شارع كورنيش النيل, طره الاسمنت, المعادى, طرة, القاهرة, 11917, مصر"
"107","20","المحكمة الدستورية","29.9687916","31.2396683","matched","المحكمة الدستورية, شارع كورنيش النيل, طره الاسمنت, المعادى, طرة, القاهرة, 11917, مصر"
"107","21","المطبعة","29.9740856","31.2474081","matched","المطبعة, شارع الشهيد محمد قطب, الخبيرى الغربيه, معادي الخبيري, القاهرة, 11716, مصر"
"380","1","العمرانية","30.0155961","31.7459069","matched","وزارة الإسكان والمرافق والمجتمعات العمرانية, ميدان 4, العاصمة الإدارية الجديدة, القاهرة, 11845, مصر"
"380","2","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"380","3","الرمد","30.0319818","31.2286432","matched","عيادة الرمد, شارع السرايا, المنيل الغربي, المنيل, القاهرة, 11562, مصر"
"380","4","المنيل","30.0214222","31.2257555","matched","المنيل, أثر النبي, القاهرة, مصر"
"380","5","الملك صالح","30.1152845","31.3364293","matched","شارع صالح حقى باشا, حدائق الزيتون, القاهرة, 18511, مصر"
"380","6","فم الخليج","30.0222014","31.2303627","matched","فم الخليج, شارع مجرى العيون, فم الخليج ودير النحاس, المنيل, القاهرة, 11451, مصر"
"380","7","معهد الاورام","30.0240398","31.2311559","matched","المعهد القومي للأورام, شارع القصر العيني, فم الخليج ودير النحاس, المنيل, القاهرة, 11562, مصر"
"380","8","مجرى العيون","30.0217573","31.2340896","matched","سور مجرى العيون, المنيل, القاهرة, 11451, مصر"
"380","9","مستشفى المقطم","30.0209068","31.2431749","matched","مستشفى المقطم, شارع مجري العيون, حدائق زينهم, زينهم, عين الصيرة, القاهرة, 11654, مصر"
"380","10","عين الصيرة","30.0139077","31.2450787","matched","عين الصيرة, أثر النبي, القاهرة, 11654, مصر"
"380","11","السيدة عائشة","30.0610603","31.3865487","matched","شارع السيدة عائشة, مدينة نصر, القاهرة, 15153, مصر"
"380","12","المنشية","30.0134847","31.1622573","matched","طريق المنشية, الجيزة, 12814, مصر"
"380","13","مزلقان الدويقة","","","not_found",""
"380","14","المقاولون العرب","30.0471216","31.6226523","matched","المقاولون العرب, القاهرة, مصر"
"380","15","نادي السكة","30.0561053","31.3041965","matched","نادي السكة الحديد, شارع مجمع الفردوس, ثان مدينة نصر, القاهرة, 11759, مصر"
"380","16","جامعة الأزهر","30.0570800","31.3152310","matched","جامعة الأزهر, طريق النصر, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11759, مصر"
"380","17","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"380","18","التأمين الصحي","30.0580073","31.3263503","matched","كوبرى التأمين الصحى, مدينة نصر, القاهرة, 11371, مصر"
"380","19","نوري خطاب","30.0529812","31.3264637","matched","نوري خطاب, مدينة نصر, القاهرة, مصر"
"380","20","مصطفى النحاس","29.8343101","31.3795362","matched","شارع مصطفي النحاس, المجاورة 19, مدينة الخامس عشر من مايو, القاهرة, 11926, مصر"
"380","21","الحي الثامن","30.0300546","31.5817643","matched","الحي الثامن, القاهرة, مصر"
"380","22","المنهل","30.0537288","31.3581821","matched","شارع سويقه المنهل, المنطقة التاسعة, مدينة نصر, القاهرة, 11762, مصر"
"380","23","التبة","30.0608498","31.3779325","matched","التبة, محور شينزو ابى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 18711, مصر"
"56","1","بيتشو","29.9791570","31.3300641","matched","بيتشو سيتى, القاهرة, مصر"
"56","2","زهراء المعادي","29.9605190","31.3233118","matched","زهراء المعادي منطقه 5, حلوان, القاهرة, مصر"
"56","3","نفق الزهراء","27.1880925","31.1795648","matched","نفق الزهراء, نفق الازهر, الشركات, أسيوط, 71516, مصر"
"56","4","العرب شارع 77","30.0398777","31.2538359","matched","77, شارع القلعه, السروجيه, عابدين, القاهرة, 11639, مصر"
"56","5","كوبرى المعادي","29.9611192","31.2569613","matched","كوبري المعادي 1, معادي الخبيري, الفاروقية, القاهرة, 11728, مصر"
"56","6","ميدان الحرية","30.1687855","31.6029815","matched","بنزيمة توتال ميدان الحرية, شارع طه حسين, مدينة الشروق, مدخل شروق 2 الاسماعلية, القاهرة, 11837, مصر"
"56","7","مصر حلوان الزراعي","29.9751333","31.2462548","matched","طريق مصر حلوان الزراعي, معادي الخبيري, حلوان, القاهرة, 11745, مصر"
"56","8","المطبعة","29.9740856","31.2474081","matched","المطبعة, شارع الشهيد محمد قطب, الخبيرى الغربيه, معادي الخبيري, القاهرة, 11716, مصر"
"56","9","مستشفى المعادي","29.9674551","31.2417400","matched","مستشفى المعادى ق.م, شارع كورنيش النيل, طره الاسمنت, المعادى, طرة, القاهرة, 11917, مصر"
"56","10","المحكمة الدستورية","29.9687916","31.2396683","matched","المحكمة الدستورية, شارع كورنيش النيل, طره الاسمنت, المعادى, طرة, القاهرة, 11917, مصر"
"56","11","كورنيش","30.0800234","31.2308085","matched","شارع كورنيش النيل, روض الفرج البلد, السبتية, القاهرة, 11631, مصر"
"56","12","اندريا","30.0986159","31.3196495","matched","اندريا, شارع نهرو, قسم مصر الجديدة, الزيتون, القاهرة, 11734, مصر"
"56","13","زهراء مصر القديمة","29.9952525","31.2315251","matched","الزهراء, كوبري الزهراء, مصر القديمة, أثر النبي, القاهرة, 11666, مصر"
"56","14","الملك صالح","30.1152845","31.3364293","matched","شارع صالح حقى باشا, حدائق الزيتون, القاهرة, 18511, مصر"
"56","15","فم الخليج","30.0222014","31.2303627","matched","فم الخليج, شارع مجرى العيون, فم الخليج ودير النحاس, المنيل, القاهرة, 11451, مصر"
"56","16","القصر العيني","30.0315175","31.2326819","matched","شارع القصر العيني, جاردن سيتى, المنيل, القاهرة, 11562, مصر"
"56","17","تحرير","30.0443934","31.2357457","matched","ميدان التحرير, قصر الدوباره, باب اللوق, القاهرة, مصر"
"56","18","إسعاف","29.9818385","31.2384605","matched","شارع محمود عساف, المعادى, القاهرة, 11745, مصر"
"56","19","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"56","20","غمرة","30.0689640","31.2646738","matched","الغمرة, محور روكسى رمسيس, مهمشه, الدمرداش, القاهرة, 11657, مصر"
"56","21","دمرداش","30.0650382","31.2992074","matched","الدمرداش, القاهرة, 11153, مصر"
"56","22","عباسية","30.0712082","31.2763653","matched","عباسية, القاهرة, 11517, مصر"
"56","23","وزارة المالية","30.0591067","31.3004422","matched","وزارة المالية, امتداد شارع رمسيس, ثان مدينة نصر, القاهرة, 11153, مصر"
"56","24","نادي السكة","30.0561053","31.3041965","matched","نادي السكة الحديد, شارع مجمع الفردوس, ثان مدينة نصر, القاهرة, 11759, مصر"
"56","25","جامعة الأزهر","30.0570800","31.3152310","matched","جامعة الأزهر, طريق النصر, امتداد رمسيس 2, ثان مدينة نصر, القاهرة, 11759, مصر"
"56","26","رابعة","30.0689548","31.3220029","matched","رابعة العدوية, مدينة نصر, القاهرة, 11759, مصر"
"56","27","هشام بركات","30.0634820","31.3218390","matched","هشام بركات, شارع يوسف عباس, مدينة نصر, القاهرة, 11371, مصر"
"56","28","طريق النصر","29.7643918","31.3316556","matched","طريق النصر, الخامس عشر من مايو, القاهرة, 12818, مصر"
"56","29","طيبة مول","30.0674356","31.3299261","matched","طيبة مول, 75, طريق النصر, منطقه السينما, مدينة نصر, القاهرة, 11765, مصر"
"56","30","ميدان الساعة","30.0691244","31.3383318","matched","ميدان الساعة, مساكن المهندسين, مدينة نصر, القاهرة, 11371, مصر"
"56","31","عباس العقاد","30.0575668","31.3382167","matched","أورانج فرع عباس العقاد, 80, شارع عباس العقاد, مدينة نصر, القاهرة, 11765, مصر"
"56","32","مصطفى النحاس","29.8343101","31.3795362","matched","شارع مصطفي النحاس, المجاورة 19, مدينة الخامس عشر من مايو, القاهرة, 11926, مصر"
"56","33","الحي الثامن","30.0300546","31.5817643","matched","الحي الثامن, القاهرة, مصر"
"56","34","المنهل","30.0537288","31.3581821","matched","شارع سويقه المنهل, المنطقة التاسعة, مدينة نصر, القاهرة, 11762, مصر"
"56","35","التبة","30.0608498","31.3779325","matched","التبة, محور شينزو ابى, شرق المنطقة السادسة, مدينة نصر, القاهرة, 18711, مصر"
"12","1","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"12","2","شارع فيصل","30.1339124","31.3624015","matched","شارع فيصل, القاهرة, 11781, مصر"
"12","3","شارع العشرين","30.1368644","31.3385895","matched","شارع العشرين, القاهرة, 11888, مصر"
"12","4","الطالبية","","","not_found",""
"12","5","الطوابق","30.0399079","31.2805851","matched","شارع الطوابق, منشية ناصر, القاهرة, 11699, مصر"
"12","6","المريوطية","30.0193909","31.4216881","matched","أندريا المريوطية, شارع 90, أحياء جنوب الأكاديمية, القاهرة, 11835, مصر"
"12","7","اخر فيصل","29.9913825","31.1330608","matched","(موقف اخر فيصل (الجديد, شارع عبد الحليم, كوم الأخضر, كفرة نصار, الجيزة, 12512, مصر"
"12","8","ميدان الرماية","29.8991414","31.6803071","matched","ميدان الرماية, العاصمة الإدارية الجديدة, القاهرة, مصر"
"12","9","مساكن","30.1075622","31.4087055","matched","شيراتون المطار, القاهرة, مصر"
"12","10","تجنيد","29.9813079","31.1145661","matched","منطقة تجنيد و تعبئة الجيزة, الجيزة, مصر"
"12","11","هضبة الهرم","","","not_found",""
"200","1","ميدان الحجاز","30.1115116","31.3458229","matched","ميدان الحجاز, الحلمية, القاهرة, مصر"
"200","2","هليوبلس","","","not_found",""
"200","3","محكمة","30.0243306","31.2426592","matched","محكمة جنوب القاهرة الإبتدائية, شارع الشيخ, زينهم, السيدة زينب, القاهرة, 11797, مصر"
"200","4","روكسى","30.0934241","31.3156978","matched","روكسي, شارع الحجاز, قسم مصر الجديدة, مصر الجديدة, القاهرة, 11757, مصر"
"200","5","جامعة عين شمس","30.0754657","31.2904114","matched","جامعة عين شمس, كوبرى 6 أكتوبر, الحدائق, السكاكيني, القاهرة, 11657, مصر"
"200","6","عباسية","30.0712082","31.2763653","matched","عباسية, القاهرة, 11517, مصر"
"200","7","غمرة","30.0689640","31.2646738","matched","الغمرة, محور روكسى رمسيس, مهمشه, الدمرداش, القاهرة, 11657, مصر"
"200","8","رمسيس","30.0616901","31.2470284","matched","رمسيس, شارع الجلاء, الفجاله, الأزبكية, القاهرة, 11669, مصر"
"200","9","إسعاف","29.9818385","31.2384605","matched","شارع محمود عساف, المعادى, القاهرة, 11745, مصر"
"200","10","تحرير","30.0443934","31.2357457","matched","ميدان التحرير, قصر الدوباره, باب اللوق, القاهرة, مصر"
"200","11","دقى","30.0900113","31.2483723","matched","شارع دقي, شريف, القاهرة, 11637, مصر"
"200","12","جامعة القاهرة","30.0451256","31.2648207","matched","جامعة الأزهر الشريف, شارع المنصوريه, باب الوزير والغريب, الحلمية القديمة, القاهرة, 11633, مصر"
"200","13","ميدان الجيزة","30.0155092","31.2122451","matched","ميدان الجيزة, الجيزة, مصر"
"200","14","الطالبية","","","not_found",""
